-0,047025 
-0,036009 
0,000164 
0,035022 
-0,003124 
-0,023677 
-0,041764 
-0,036995 
-0,040284 
0,635665 
0,614947 
0,031076 
-0,005426 
-0,023019 
-0,014305 
0,000493 
0,028939 
0,061001 
0,097997 
0,145680 
0,234140 
0,344962 
0,436547 
0,478804 
0,402675 
0,220000 
0,076786 
0,016278 
0,001809 
0,001973 
0,007070 
0,007235 
-0,003782 
-0,014963 
-0,023184 
-0,027952 
-0,026637 
-0,028939 
-0,018416 
0,020717 
0,045546 
0,013812 
-0,008221 
-0,027788 
-0,027623 
-0,033049 
0,738759 
0,561674 
0,036338 
-0,002960 
-0,018251 
-0,007564 
0,011016 
0,034365 
0,063961 
0,097997 
0,154888 
0,243512 
0,354992 
0,452496 
0,495739 
0,406457 
0,210792 
0,075635 
0,016442 
-0,003124 
0,001809 
0,006084 
0,009865 
-0,003124 
-0,019238 
-0,027459 
-0,037160 
-0,037324 
-0,037324 
-0,036502 
-0,002138 
0,030583 
-0,008386 
-0,027788 
-0,042586 
-0,043244 
-0,049163 
0,717548 
0,567100 
0,020224 
-0,015949 
-0,032720 
-0,033214 
-0,012990 
0,015949 
0,046861 
0,082212 
0,136143 
0,220986 
0,326547 
0,423393 
0,466143 
0,387055 
0,209805 
0,065112 
0,007399 
-0,008057 
-0,008714 
-0,008221 
-0,013318 
-0,017100 
-0,031241 
-0,037324 
-0,042257 
-0,042257 
-0,046861 
-0,032392 
0,006084 
0,021375 
-0,008550 
-0,028281 
-0,042421 
-0,042421 
-0,038146 
0,963527 
0,284783 
-0,012990 
-0,024828 
-0,034365 
-0,022526 
0,000164 
0,030254 
0,061001 
0,100957 
0,158341 
0,243841 
0,348744 
0,432765 
0,460224 
0,354170 
0,188266 
0,062975 
0,014798 
0,007399 
0,006906 
0,001315 
-0,003782 
-0,018087 
-0,031569 
-0,037489 
-0,037818 
-0,041928 
-0,038475 
-0,014963 
0,029925 
0,009372 
-0,014140 
-0,036995 
-0,037324 
-0,041928 
0,185142 
0,940343 
0,089611 
-0,006248 
-0,027623 
-0,028281 
-0,012332 
0,012990 
0,044230 
0,077937 
0,124469 
0,190897 
0,284290 
0,385411 
0,449043 
0,435560 
0,280508 
0,119208 
0,032392 
0,007235 
0,001644 
0,002631 
-0,004275 
-0,012825 
-0,027623 
-0,031734 
-0,042257 
-0,043408 
-0,047519 
-0,032392 
0,005755 
0,027459 
-0,009043 
-0,031898 
-0,041928 
-0,037324 
-0,040942 
0,785948 
0,387548 
-0,000329 
-0,013976 
-0,022691 
-0,010030 
0,008057 
0,040613 
0,072676 
0,109178 
0,165411 
0,248938 
0,359432 
0,445426 
0,476337 
0,386397 
0,203228 
0,074649 
0,024664 
0,011510 
0,010852 
0,011016 
0,002466 
-0,007728 
-0,018087 
-0,033214 
-0,038146 
-0,037160 
-0,037324 
-0,023513 
0,019895 
0,021540 
-0,003124 
-0,033049 
-0,036831 
-0,037818 
-0,013812 
1,141763 
0,235949 
0,009372 
-0,016607 
-0,022855 
-0,012661 
0,011345 
0,036995 
0,069058 
0,111973 
0,180209 
0,272780 
0,387877 
0,468774 
0,483408 
0,346607 
0,157354 
0,050972 
0,008879 
0,001973 
0,004604 
0,006413 
0,005097 
-0,003124 
-0,013647 
-0,027788 
-0,027788 
-0,036502 
-0,037489 
-0,020224 
0,020553 
0,015456 
-0,010852 
-0,038475 
-0,037818 
-0,041928 
0,008714 
1,170866 
0,186293 
0,001973 
-0,026966 
-0,028281 
-0,018251 
0,001809 
0,027294 
0,064125 
0,101450 
0,167713 
0,254036 
0,362391 
0,445754 
0,458251 
0,324574 
0,141898 
0,039297 
0,001151 
-0,007728 
-0,003617 
-0,007235 
-0,007728 
-0,021704 
-0,031898 
-0,043572 
-0,041928 
-0,046861 
-0,042093 
-0,012990 
0,031898 
0,001644 
-0,023184 
-0,047190 
-0,046697 
-0,049656 
0,320299 
0,815874 
0,050972 
-0,019566 
-0,046697 
-0,038146 
-0,018087 
0,008057 
0,035516 
0,075142 
0,123647 
0,192212 
0,294813 
0,396427 
0,443288 
0,396263 
0,224604 
0,078924 
0,018909 
-0,002960 
-0,006906 
-0,007728 
-0,013318 
-0,027623 
-0,042093 
-0,047190 
-0,052616 
-0,051794 
-0,050478 
-0,031241 
0,011181 
0,009372 
-0,022855 
-0,046697 
-0,051629 
-0,051300 
-0,024499 
1,067936 
0,190403 
-0,018909 
-0,032556 
-0,042257 
-0,026801 
-0,002795 
0,026801 
0,061330 
0,096188 
0,153079 
0,239566 
0,345127 
0,417145 
0,435560 
0,316024 
0,147982 
0,031405 
-0,005426 
-0,008550 
-0,013154 
-0,013318 
-0,026308 
-0,040448 
-0,051629 
-0,057220 
-0,062152 
-0,057549 
-0,047025 
-0,004111 
0,021211 
-0,019402 
-0,041106 
-0,046532 
-0,057220 
-0,057055 
0,746980 
0,447234 
-0,003946 
-0,033543 
-0,047025 
-0,037324 
-0,016936 
0,014305 
0,050972 
0,087638 
0,143707 
0,229208 
0,322272 
0,419940 
0,451838 
0,366995 
0,208326 
0,059357 
0,008221 
0,001480 
0,001480 
-0,001480 
-0,008221 
-0,017758 
-0,024006 
-0,032720 
-0,037160 
-0,037324 
-0,031241 
-0,002138 
0,036009 
0,020717 
0,001480 
-0,027788 
-0,027459 
-0,032392 
0,232825 
1,067278 
0,106383 
0,016771 
-0,012496 
-0,008057 
0,002466 
0,025815 
0,054918 
0,088460 
0,135321 
0,201091 
0,302870 
0,413856 
0,478639 
0,471569 
0,301719 
0,110986 
0,031734 
0,006741 
0,007728 
0,011181 
0,007235 
0,000987 
-0,009372 
-0,017429 
-0,027130 
-0,032063 
-0,032063 
-0,025486 
0,011510 
0,035845 
0,004275 
-0,022362 
-0,032392 
-0,035516 
-0,041599 
0,741718 
0,539805 
