0,078763 
0,063800 
0,031078 
0,014963 
0,002138 
0,004769 
0,002960 
0,007728 
0,010688 
0,009208 
0,009702 
0,002302 
-0,002466 
0,007235 
0,007893 
0,054920 
0,045383 
0,008222 
0,001973 
-0,006084 
-0,208500 
0,786645 
0,847485 
-0,090109 
-0,054263 
-0,033544 
-0,026803 
-0,015292 
-0,001973 
0,015950 
0,038148 
0,068239 
0,093727 
0,098002 
0,074488 
0,044397 
0,029927 
0,014963 
0,007071 
0,015128 
0,014963 
0,010853 
0,002960 
0,002960 
0,003453 
-0,001315 
0,012332 
0,021047 
0,055578 
0,026967 
0,002466 
-0,007235 
-0,067746 
-0,040944 
1,175364 
0,110005 
-0,101948 
-0,034695 
-0,031571 
-0,022034 
-0,008057 
0,007893 
0,022034 
0,053441 
0,083696 
0,103264 
0,093727 
0,067088 
0,036011 
0,019896 
0,014634 
0,007893 
0,010359 
0,010195 
0,007399 
0,007071 
0,007728 
0,001315 
0,007071 
0,010688 
0,043903 
0,051961 
0,020390 
0,007071 
0,007235 
-0,169859 
0,292197 
1,068647 
-0,054098 
-0,068239 
-0,021541 
-0,017923 
-0,006084 
0,006577 
0,020554 
0,046863 
0,078599 
0,107374 
0,113787 
0,095206 
0,059031 
0,035353 
0,019403 
0,013812 
0,009373 
0,007399 
0,010030 
0,007399 
0,001480 
-0,002466 
-0,002302 
0,002960 
0,002960 
0,059689 
0,033051 
0,001480 
-0,002795 
-0,013483 
-0,221162 
0,783192 
0,678613 
-0,101126 
-0,060018 
-0,038313 
-0,031407 
-0,021541 
-0,000822 
0,014799 
0,049659 
0,078270 
0,103921 
0,098166 
0,076790 
0,049165 
0,022198 
0,010853 
0,006577 
0,000329 
0,006248 
0,002302 
0,002466 
-0,001973 
-0,007235 
-0,001315 
0,003124 
0,020883 
0,053934 
0,018910 
-0,007728 
-0,012332 
-0,068733 
-0,014634 
1,252483 
0,077777 
-0,107210 
-0,039464 
-0,036175 
-0,031735 
-0,018910 
-0,001973 
0,015621 
0,047028 
0,075146 
0,088136 
0,083861 
0,054263 
0,025487 
0,010195 
0,001973 
0,002631 
0,003618 
0,007893 
0,007564 
0,006248 
0,002138 
-0,007728 
0,002960 
0,001973 
0,038642 
0,045219 
0,014963 
-0,005426 
-0,001973 
-0,168214 
0,326070 
1,214499 
-0,056729 
-0,081887 
-0,040944 
-0,034531 
-0,026474 
-0,008386 
0,007564 
0,025651 
0,049823 
0,083696 
0,091918 
0,074324 
0,048014 
0,024336 
0,014306 
0,010195 
0,010195 
0,010030 
0,010853 
0,020390 
0,010195 
0,008550 
0,010524 
0,010195 
0,018745 
0,052125 
0,048014 
0,014470 
0,007235 
0,007071 
-0,199621 
0,664143 
0,843539 
-0,065280 
-0,046534 
-0,006906 
-0,002795 
0,007728 
0,020390 
0,035189 
0,064622 
0,095206 
0,117898 
0,127600 
0,104579 
0,074159 
0,058702 
0,034860 
0,035024 
0,025487 
0,024994 
0,015621 
0,007071 
0,002960 
-0,000164 
0,001809 
0,004604 
0,020718 
0,059360 
0,015128 
-0,002466 
0,002466 
-0,113952 
0,143878 
1,194273 
0,009866 
-0,087971 
-0,019896 
-0,021541 
-0,015457 
-0,002302 
0,015457 
0,037491 
0,063800 
0,098660 
0,107703 
0,095371 
0,064129 
0,038313 
0,017265 
0,010195 
0,007071 
0,010359 
0,005262 
0,007564 
0,003289 
0,002138 
0,001973 
0,002631 
0,008879 
0,059853 
0,035024 
0,004769 
-0,006084 
-0,010030 
-0,218202 
0,838770 
0,526184 
-0,111650 
-0,054920 
-0,041601 
-0,031571 
-0,024336 
-0,005426 
0,008550 
0,035024 
0,073008 
0,093233 
0,087807 
0,059196 
0,029927 
0,007564 
-0,001973 
-0,001973 
-0,007399 
-0,002302 
-0,001315 
-0,001644 
-0,006906 
-0,006906 
-0,007399 
-0,007235 
-0,008386 
0,009702 
0,027296 
0,050316 
0,014963 
-0,006906 
-0,001973 
-0,153580 
0,184000 
1,160236 
-0,022198 
-0,100304 
-0,047685 
-0,041273 
-0,032722 
-0,021541 
-0,007235 
0,017759 
0,041601 
0,073666 
0,084025 
0,060511 
0,030420 
0,002960 
-0,006906 
-0,012004 
-0,011839 
-0,011181 
-0,007728 
-0,008879 
-0,008057 
-0,017265 
-0,017430 
-0,014306 
-0,011839 
0,002631 
0,017594 
0,054427 
0,017430 
-0,006906 
-0,007235 
-0,087643 
0,001809 
1,298195 
0,059689 
-0,110663 
-0,041601 
-0,045877 
-0,033873 
-0,020718 
-0,002302 
0,012168 
0,035353 
0,073501 
0,085176 
0,078599 
0,052618 
0,024336 
0,009866 
0,002960 
0,002466 
0,007728 
0,007893 
0,015950 
0,014306 
0,014799 
0,010853 
0,003124 
0,009866 
0,020390 
0,046863 
0,053112 
0,019732 
0,003453 
-0,002631 
-0,196661 
0,509248 
1,034609 
-0,081065 
-0,072350 
-0,031900 
-0,026474 
-0,012332 
0,002466 
0,008386 
0,030091 
0,057551 
0,095042 
0,098988 
0,086327 
0,056236 
0,034860 
0,024994 
0,019896 
0,019732 
0,019896 
0,015457 
0,009866 
0,007564 
0,009044 
0,007071 
0,010195 
0,007564 
0,059360 
0,033709 
0,007235 
0,002631 
-0,012990 
-0,182520 
1,004847 
0,395296 
-0,101455 
-0,048672 
-0,035682 
-0,026474 
-0,016608 
-0,002631 
0,010524 
0,036997 
0,068733 
0,088794 
0,088465 
0,070542 
0,040615 
0,020225 
0,007235 
0,010688 
0,011017 
0,015292 
0,009866 
0,015457 
